"Cod_Vigente","Cod_Region","Nom_Region","Cod_Dep_Jerarquica","Dep_Jerarquica","Tipo_Establec","Nom_Oficial","Dep_Admin","Nivel_Atencion","Nom_Comuna","Cod_Comuna","Certificacion"
123701,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Manuel Rodríguez","Municipal","Primario","Osorno","10301","NO"
200248,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Centro de Salud Mental","CDR de Adultos Mayores con Demencia","Servicio de Salud","Secundario","Osorno","10301","NO"
200477,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Centro de Salud Mental","Unidad de Memoria AYEKAN","Servicio de Salud","Secundario","Osorno","10301","NO"
201055,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Centro de Tratamiento de Adicciones","Comunidad Terapéutica Peulla Ambulatoria","Servicio de Salud","Secundario","Osorno","10301","NO"
201056,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Centro de Tratamiento de Adicciones","Comunidad Terapéutica Peulla Residencial","Servicio de Salud","Secundario","Osorno","10301","NO"
200209,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Centro Comunitario de Salud Mental  (COSAM)","COSAM Rahue","Servicio de Salud","Secundario","Osorno","10301","NO"
123300,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Dr. Pedro Jáuregui","Municipal","Primario","Osorno","10301","Centro de Salud Familiar"
123800,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Dr. Pedro Jáuregui","Municipal","Primario","Osorno","10301","NO"
123301,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Dr. Marcelo Lopetegui Adams","Municipal","Primario","Osorno","10301","Centro de Salud Familiar"
200085,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Dr. Marcelo Lopetegui Adams","Municipal","Primario","Osorno","10301","NO"
123012,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Clínica Dental Móvil","Clínica Dental Móvil Triple. Pat. BKYZ91 (Osorno)","Servicio de Salud","Primario","Osorno","10301","NO"
200445,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Centro Comunitario de Salud Mental  (COSAM)","COSAM Oriente","Servicio de Salud","Secundario","Osorno","10301","NO"
123310,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Quinto Centenario","Municipal","Primario","Osorno","10301","Centro de Salud Familiar"
123306,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Pampa Alegre","Municipal","Primario","Osorno","10301","Centro de Salud Familiar"
123430,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Posta de Salud Rural (PSR)","Posta de Salud Rural Purrehuín","Municipal","Primario","San Juan de la Costa","10306","NO"
122436,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Carimallín","Municipal","Primario","Río Bueno","14204","NO"
123432,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Posta de Salud Rural (PSR)","Posta de Salud Rural La Poza","Municipal","Primario","San Pablo","10307","NO"
122439,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Futahuente","Municipal","Primario","Río Bueno","14204","NO"
123431,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Posta de Salud Rural (PSR)","Posta de Salud Rural Aleucapi","Municipal","Primario","San Juan de la Costa","10306","NO"
123104,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Hospital","Hospital Futa Sruka Lawenche Kunko Mapu Mo","Servicio de Salud","Hospital Comunitario con APS (Primario-Secundario)","San Juan de la Costa","10306","NO"
200490,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Posta de Salud Rural (PSR)","Posta de Salud Rural Chamilco","Municipal","Primario","San Juan de la Costa","10306","NO"
123436,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Posta de Salud Rural (PSR)","Posta de Salud Rural Chanco ( San Pablo )","Municipal","Primario","San Pablo","10307","NO"
122434,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Crucero (Río Bueno)","Municipal","Primario","Río Bueno","14204","NO"
200748,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Servicio de Urgencia Rural (SUR)","SUR San Pablo","Municipal","Primario","San Pablo","10307","NO"
123305,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar San Pablo","Municipal","Primario","San Pablo","10307","Centro de Salud Familiar"
122437,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Trapi","Municipal","Primario","Río Bueno","14204","NO"
123435,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Posta de Salud Rural (PSR)","Posta de Salud Rural Pucopio","Municipal","Primario","San Pablo","10307","NO"
122435,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Vivanco","Municipal","Primario","Río Bueno","14204","NO"
123105,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Hospital","Hospital Pu Mulen Quilacahuín","Servicio de Salud","Hospital Comunitario con APS (Primario-Secundario)","San Pablo","10307","NO"
122460,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Pocura","Municipal","Primario","Lago Ranco","14203","NO"
122812,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Río Bueno","Municipal","Primario","Río Bueno","14204","NO"
122312,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Río Bueno","Municipal","Primario","Río Bueno","14204","Centro de Salud Familiar"
122105,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Hospital","Hospital de Río Bueno","Servicio de Salud","Primario-Secundario ( Por confirmar)","Río Bueno","14204","NO"
122450,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Riñinahue","Municipal","Primario","Lago Ranco","14203","NO"
200164,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Ranco","Municipal","Primario","Lago Ranco","14203","NO"
122306,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Juan Santa María Bonet","Municipal","Primario","Lago Ranco","14203","Centro de Salud Familiar"
122433,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Llancacura","Municipal","Primario","La Unión","14201","NO"
123437,10,"Región De Los Lagos","23","Servicio de Salud Osorno","Posta de Salud Rural (PSR)","Posta de Salud Rural Currimáhuida","Servicio de Salud","Primario","San Pablo","10307","NO"
122461,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Rupumeica","Municipal","Primario","Lago Ranco","14203","NO"
122454,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Mashue","Municipal","Primario","La Unión","14201","NO"
122438,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Cayurruca","Municipal","Primario","Río Bueno","14204","NO"
122310,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Dr. Alfredo Gantz Mann","Municipal","Primario","La Unión","14201","Centro de Salud Familiar"
122810,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR)","SAR La Unión","Municipal","Primario","La Unión","14201","NO"
200299,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Dr. Alberto Daiber","Municipal","Primario","La Unión","14201","NO"
122431,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Pilpilcahuín","Municipal","Primario","La Unión","14201","NO"
122104,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Hospital","Hospital Juan Morey (La Unión)","Servicio de Salud","Primario-Secundario ( Por confirmar)","La Unión","14201","NO"
122710,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Los Lagos","Municipal","Primario","La Unión","14201","NO"
122448,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Pitriuco","Municipal","Primario","Lago Ranco","14203","NO"
122432,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Traiguén ( La Unión)","Municipal","Primario","La Unión","14201","NO"
122449,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Illahuape","Municipal","Primario","Lago Ranco","14203","NO"
122445,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Maihue","Municipal","Primario","Futrono","14202","NO"
122429,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Puerto Nuevo","Municipal","Primario","La Unión","14201","NO"
122458,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Calcurrupe","Municipal","Primario","Lago Ranco","14203","NO"
122446,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Huapi","Municipal","Primario","Futrono","14202","NO"
122462,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Los Esteros","Municipal","Primario","La Unión","14201","NO"
122430,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Choroico (La Unión)","Municipal","Primario","La Unión","14201","NO"
122447,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Llifén","Municipal","Primario","Futrono","14202","NO"
122443,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Arquilhue","Municipal","Primario","Futrono","14202","NO"
122456,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Santa Rosa (Paillaco)","Municipal","Primario","Paillaco","14107","NO"
122453,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Santa Elisa","Municipal","Primario","La Unión","14201","NO"
122428,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Catamutún","Municipal","Primario","La Unión","14201","NO"
122441,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Pichirropulli","Municipal","Primario","Paillaco","14107","NO"
122305,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Belarmina Paredes","Municipal","Primario","Futrono","14202","Centro de Salud Familiar"
200163,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Belarmina Paredes","Municipal","Primario","Futrono","14202","NO"
122457,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Santa Filomena (Paillaco)","Municipal","Primario","Paillaco","14107","NO"
200882,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Paillaco","Municipal","Primario","Paillaco","14107","NO"
122106,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Hospital","Hospital de Paillaco","Servicio de Salud","Primario-Secundario ( Por confirmar)","Paillaco","14107","NO"
122442,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Aguas Negras","Municipal","Primario","Paillaco","14107","NO"
122315,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Lautaro Caro Ríos","Municipal","Primario","Paillaco","14107","Centro de Salud Familiar"
122463,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Nontuela (Enrique Strange)","Municipal","Primario","Futrono","14202","NO"
122426,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Pirihueico","Municipal","Primario","Panguipulli","14108","NO"
122444,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Loncopán","Municipal","Primario","Futrono","14202","NO"
122440,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Reumén","Municipal","Primario","Paillaco","14107","NO"
122465,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Pellinada","Municipal","Primario","Los Lagos","14104","NO"
122451,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Morrompulli","Municipal","Primario","Valdivia","14101","NO"
122406,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural El Salto","Municipal","Primario","Los Lagos","14104","NO"
122405,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Chaihuín","Municipal","Primario","Corral","14102","NO"
122407,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Las Huellas","Municipal","Primario","Los Lagos","14104","NO"
122101,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Hospital","Hospital de Corral","Servicio de Salud","Primario-Secundario ( Por confirmar)","Corral","14102","NO"
122404,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Isla del Rey","Municipal","Primario","Corral","14102","NO"
200165,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Niebla","Municipal","Primario","Valdivia","14101","NO"
122313,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Niebla","Municipal","Primario","Valdivia","14101","Centro de Salud Familiar"
200303,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Folilco","Municipal","Primario","Los Lagos","14104","NO"
122716,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Manuel Miranda","Municipal","Primario","Los Lagos","14104","NO"
122102,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Hospital","Hospital de Los Lagos","Servicio de Salud","Primario-Secundario ( Por confirmar)","Los Lagos","14104","NO"
122316,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Los Lagos","Municipal","Primario","Los Lagos","14104","Centro de Salud Familiar"
122714,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Cons. Angachilla","Municipal","Primario","Valdivia","14101","NO"
200826,14,"Región De los Ríos","22","Servicio de Salud Valdivia","Servicio de Urgencia Rural (SUR)","SUR Neltume","Municipal","Primario","Panguipulli","14108","NO"
122709,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Neltume","Municipal","Primario","Panguipulli","14108","NO"
122814,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Angachilla","Municipal","Primario","Valdivia","14101","NO"
122314,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Angachilla","Municipal","Primario","Valdivia","14101","Centro de Salud Familiar"
122422,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Neltume","Municipal","Primario","Panguipulli","14108","NO"
200235,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Guacamayo","Servicio de Salud","Primario","Valdivia","14101","NO"
122720,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Pablo Neruda","Servicio de Salud","Primario","Valdivia","14101","NO"
122300,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Externo Valdivia","Servicio de Salud","Primario","Valdivia","14101","Centro de Salud Familiar"
122309,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Choshuenco","Municipal","Primario","Panguipulli","14108","Centro de Salud Familiar"
122602,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro Comunitario de Salud Mental  (COSAM)","COSAM Angachilla","Servicio de Salud","Secundario","Valdivia","14101","NO"
122802,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Gil de Castro","Municipal","Primario","Valdivia","14101","NO"
122302,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Dr. Jorge Sabat Gozalo (Ex Gil de Castro)","Municipal","Primario","Valdivia","14101","Centro de Salud Familiar"
122100,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Hospital","Hospital Clínico Regional (Valdivia)","Servicio de Salud","Terciario","Valdivia","14101","Autogestionado en Red ( EAR)"
201042,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Hospital de Dia","Hospital de Día Adulto Valdivia","Servicio de Salud","Secundario","Valdivia","14101","NO"
200458,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR)","SAR Barrios Bajos","Servicio de Salud","Primario","Valdivia","14101","NO"
122700,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Barrios Bajos","Servicio de Salud","Primario","Valdivia","14101","NO"
122409,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Riñihue","Municipal","Primario","Los Lagos","14104","NO"
122301,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Las Ánimas","Municipal","Primario","Valdivia","14101","Centro de Salud Familiar"
122801,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Las Ánimas","Municipal","Primario","Valdivia","14101","NO"
122601,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro Comunitario de Salud Mental  (COSAM)","COSAM Comunitario Las Ánimas","Servicio de Salud","Secundario","Valdivia","14101","NO"
122012,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Clínica Dental Móvil","Clínica Dental Móvil A Rural Triple. Pat. BKYS94 (Valdivia)","Servicio de Salud","Primario","Valdivia","14101","NO"
122013,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Clínica Dental Móvil","Clínica Dental Móvil B Urbana Triple. Pat. BKYS92 (Valdivia)","Servicio de Salud","Primario","Valdivia","14101","NO"
122408,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Antilhue","Municipal","Primario","Los Lagos","14104","NO"
122701,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Consultorio Las Ánimas","Municipal","Primario","Valdivia","14101","NO"
122702,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Gil de Castro","Municipal","Primario","Valdivia","14101","NO"
122401,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Huellelhue","Municipal","Primario","Valdivia","14101","NO"
122464,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Lago Neltume","Municipal","Primario","Panguipulli","14108","NO"
122400,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Punucapa","Municipal","Primario","Valdivia","14101","NO"
122425,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Liquiñe","Municipal","Primario","Panguipulli","14108","NO"
122411,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Malihue","Municipal","Primario","Los Lagos","14104","NO"
200093,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Cayumapu","Municipal","Primario","Valdivia","14101","NO"
122402,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Curiñanco","Municipal","Primario","Valdivia","14101","NO"
122459,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Huichaco","Municipal","Primario","Máfil","14105","NO"
122307,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Máfil","Municipal","Primario","Máfil","14105","Centro de Salud Familiar"
200786,14,"Región De los Ríos","22","Servicio de Salud Valdivia","Servicio de Urgencia Rural (SUR)","SUR Máfil","Municipal","Primario","Máfil","14105","NO"
200250,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Máfil","Municipal","Primario","Máfil","14105","NO"
122420,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Iñipulli","Municipal","Primario","Mariquina","14106","NO"
200825,14,"Región De los Ríos","22","Servicio de Salud Valdivia","Servicio de Urgencia Rural (SUR)","SUR Choshuenco","Municipal","Primario","Panguipulli","14108","NO"
200166,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Panguipulli","Municipal","Primario","Panguipulli","14108","NO"
122304,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Panguipulli","Municipal","Primario","Panguipulli","14108","Centro de Salud Familiar"
122417,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Pelchuquín","Municipal","Primario","Mariquina","14106","NO"
122427,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Cayumapu","Municipal","Primario","Panguipulli","14108","NO"
122413,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Melefquén","Municipal","Primario","Panguipulli","14108","NO"
122452,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Bocatoma","Municipal","Primario","Panguipulli","14108","NO"
200787,14,"Región De los Ríos","22","Servicio de Salud Valdivia","Servicio de Urgencia Rural (SUR)","SUR Coñaripe","Municipal","Primario","Panguipulli","14108","NO"
122308,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Coñaripe","Municipal","Primario","Panguipulli","14108","Centro de Salud Familiar"
122418,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Ciruelos","Municipal","Primario","Mariquina","14106","NO"
122200,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Hospital","Hospital Santa Elisa de San José de la Mariquina","Servicio de Salud","Primario-Secundario ( Por confirmar)","Mariquina","14106","NO"
200788,14,"Región De los Ríos","22","Servicio de Salud Valdivia","Servicio de Urgencia Rural (SUR)","SUR Malalhue","Municipal","Primario","Lanco","14103","NO"
122311,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Malalhue","Municipal","Primario","Lanco","14103","Centro de Salud Familiar"
122303,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar San José de la Mariquina","Municipal","Primario","Mariquina","14106","Centro de Salud Familiar"
200785,14,"Región De los Ríos","22","Servicio de Salud Valdivia","Servicio de Urgencia Rural (SUR)","SUR Mariquina","Municipal","Primario","Mariquina","14106","NO"
122414,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Chan Chan","Municipal","Primario","Mariquina","14106","NO"
122723,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Dr. Silva de La Paz (San Francisco)","Municipal","Primario","Mariquina","14106","NO"
122421,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Huitag","Municipal","Primario","Panguipulli","14108","NO"
121348,9,"Región De La Araucanía","21","Servicio de Salud Araucanía Sur","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Lican Ray","Municipal","Primario","Villarrica","09120","Centro de Salud Familiar"
200940,9,"Región De La Araucanía","21","Servicio de Salud Araucanía Sur","Servicio de Urgencia Rural (SUR)","SUR Villarrica","Municipal","Primario","Villarrica","09120","NO"
122419,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Alepué","Municipal","Primario","Mariquina","14106","NO"
121599,9,"Región De La Araucanía","21","Servicio de Salud Araucanía Sur","Posta de Salud Rural (PSR)","Posta de Salud Rural Añilco","Municipal","Primario","Villarrica","09120","NO"
122103,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Hospital","Hospital de Lanco","Servicio de Salud","Primario-Secundario ( Por confirmar)","Lanco","14103","NO"
122416,14,"Región De Los Ríos","22","Servicio de Salud Valdivia","Posta de Salud Rural (PSR)","Posta de Salud Rural Mississippi","Municipal","Primario","Mariquina","14106","NO"
121598,9,"Región De La Araucanía","21","Servicio de Salud Araucanía Sur","Posta de Salud Rural (PSR)","Posta de Salud Rural Caren","Municipal","Primario","Curarrehue","09104","NO"
